"","Row.names","Log2FoldChange","logCPM","LR","PValue","P.Adjust","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name","col"
"597","ENSG00000222858",-0.766101931056286,5.99505299372129,9.66424000475294,0.00187889472713088,0.0603574934116329,"chr17",29641611,29641702,0.41304347826087,0.41304347826087,".",92,91,"2","snRNA",41.3,"RNU6-920P","not"
"917","ENSG00000228107",-0.478752401067822,6.97346771585765,9.5930402349363,0.00195316277022648,0.0603574934116329,"chr21",36360630,36362040,0.478384124734231,0.463095671203426,".",1411,594,"4","sense_overlapping",47.84,"AP000692.9","not"
"945","ENSG00000228415",1.13925953265813,4.62692572147246,9.61991446338084,0.00192478697829841,0.0603574934116329,"chr6",30633632,30633956,0.504615384615385,0.504615384615385,".",325,324,"6","processed_pseudogene",50.46,"PTMAP1","not"
"1484","ENSG00000236801",0.632816600073097,7.67890270805774,9.68642908487622,0.00185633951445989,0.0603574934116329,"chr9",70217195,70217668,0.472573839662447,0.472573839662447,".",474,473,"5","processed_pseudogene",47.26,"RPL24P8","not"
"1506","ENSG00000237135",-0.859018687528535,5.84218103460122,9.71129630860898,0.00183138787131515,0.0603574934116329,"chr10",30919012,30921235,0.386241007194245,0.37817010472355,".",2224,1931,"1","processed_pseudogene",38.62,"DDX10P1","not"
"2743","ENSG00000264017",-0.664929718442767,5.40109582951684,9.72895131601288,0.00181387949998527,0.0603574934116329,"chr6",89090946,89091242,0.548821548821549,0.548821548821549,".",297,296,"7","misc_RNA",54.88,"RN7SL336P","not"
"3405","ENSG00000273253",0.601184807429016,6.8724093646489,9.63025537840269,0.00191397993937722,0.0603574934116329,"chr22",50199090,50200837,0.655606407322655,0.679422319781867,".",1748,999,"8","antisense",65.56,"RP3-402G11.26","not"
"3440","ENSG00000273472",0.682775867854555,6.48829460528419,9.61622911855477,0.0019286533758918,0.0603574934116329,"chr4",140756528,140757921,0.507890961262554,0.507890961262554,".",1394,1393,"6","lincRNA",50.79,"RP11-102N12.3","not"
"377","ENSG00000210082",-0.415721310778299,17.0838894716599,9.54003437174413,0.00201037978507803,0.0616246255087224,"chrM",1671,3229,0.42811296534018,0.42811296534018,".",1559,1558,"3","Mt_rRNA",42.81,"MT-RNR2","not"
"1128","ENSG00000231351",0.636804405479004,5.05577649870094,9.52311822035827,0.00202899531394074,0.0616976895063101,"chr2",86930250,86930754,0.61980198019802,0.61980198019802,".",505,504,"8","processed_pseudogene",61.98,"AC111200.7","not"
"47","ENSG00000154898",-1.04896583498851,4.73502972576461,9.46718799840727,0.00209179781298972,0.0622570405164019,"chr17",20321164,20403557,0.381059300434498,0.391513475473709,"0.3801409872536285",82394,8125,"2","transcribed_processed_pseudogene",38.11,"CCDC144CP","not"
"3036","ENSG00000269821",-0.544260716337711,7.67380345942627,9.48179163937877,0.00207521206074991,0.0622570405164019,"chr11",2608328,2699994,0.437169319384293,0.437169319384293,".",91667,91666,"3","antisense",43.72,"KCNQ1OT1","not"
"3453","ENSG00000273691",-0.686605183967949,8.47668281236828,9.46304501696565,0.00209652754172572,0.0622570405164019,"chr15",90024955,90026003,0.390848427073403,0.390848427073403,".",1049,1048,"2","sense_intronic",39.08,"RP11-617F23.2","not"
"2637","ENSG00000261455",0.475187334204366,7.60917549977291,9.44052361602959,0.00212242889989107,0.0625376143293486,"chr7",152463786,152465549,0.60827664399093,0.60827664399093,".",1764,1763,"8","lincRNA",60.83,"LINC01003","not"
"2638","ENSG00000261461",-0.654008562731362,4.87388379674639,9.41680599886553,0.00215005697600695,0.0628643581984801,"chr16",35169692,35170241,0.538181818181818,0.538181818181818,".",550,549,"7","processed_pseudogene",53.82,"UBE2MP1","not"
"1728","ENSG00000242737",-1.25825298896959,4.00732684192932,9.37520209376368,0.00219940456896902,0.0638163111958111,"chr15",50466738,50467096,0.426183844011142,0.426183844011142,".",359,358,"3","processed_pseudogene",42.62,"RP11-562A8.1","not"
"581","ENSG00000221792",0.72846190066235,4.59793993865897,9.34623991161374,0.00223443429108062,0.0643415510636169,"chr15",43793659,43793759,0.544554455445545,0.544554455445545,".",101,100,"7","miRNA",54.46,"MIR1282","not"
"276","ENSG00000202150",-0.794815233457489,5.12793600129428,9.27186056307633,0.00232701200338326,0.0644178108966268,"chr20",35030317,35030420,0.403846153846154,0.403846153846154,".",104,103,"2","snRNA",40.38,"RNU6-407P","not"
"368","ENSG00000207561",0.678507567408851,5.8751637828297,9.26263084936036,0.0023387681935634,0.0644178108966268,"chr17",68424451,68424548,0.438775510204082,0.438775510204082,".",98,97,"3","miRNA",43.88,"MIR635","not"
"1587","ENSG00000238231",-1.00691553602604,4.33618450992277,9.29382644460611,0.00229927388084894,0.0644178108966268,"chr1",27990158,27990524,0.514986376021798,0.514986376021798,".",367,366,"6","processed_pseudogene",51.5,"RP11-460I13.6","not"
"2264","ENSG00000256594",0.547169764116138,7.08468310804653,9.28377403621886,0.00231192600968105,0.0644178108966268,"chr12",9617284,9658412,0.391864621070291,0.427905140369202,"0.3932306848602162",41129,3188,"3","transcribed_unprocessed_pseudogene",39.19,"RP11-705C15.2","not"
"2505","ENSG00000260260",0.545627545115261,6.36452146959749,9.2643705441603,0.00233654768751147,0.0644178108966268,"chr16",2154797,2155358,0.540925266903915,0.561478758169935,".",562,340,"7","lincRNA",54.09,"SNHG19","not"
"3636","ENSG00000277007",-0.715707473490886,5.6822706812671,9.28926446547757,0.00230500693494684,0.0644178108966268,"chr1",219270774,219273387,0.406273909716909,0.406273909716909,".",2614,2613,"2","lincRNA",40.63,"RP11-392O17.2","not"
"444","ENSG00000213860",0.515705128649332,8.04688786559043,9.19943039521922,0.00242090446023266,0.0658132252886869,"chr7",20002765,20003247,0.43064182194617,0.43064182194617,".",483,482,"3","processed_pseudogene",43.06,"RPL21P75","not"
"3445","ENSG00000273599",0.739805484575014,4.96057554924404,9.197046050062,0.00242405986330338,0.0658132252886869,"chr10",124996064,125001491,0.590456890198968,0.590456890198968,".",5428,5427,"8","antisense",59.05,"RP11-59C5.3","not"
"477","ENSG00000214548",1.29676079141306,6.35522008024179,9.13645426387748,0.00250566217163622,0.0662926739187514,"chr14",100779410,100861031,0.516796942000931,0.504092846910974,"0.5200423808994836",81622,19355,"6","lincRNA",51.68,"MEG3","not"
"1411","ENSG00000235552",0.413309019591681,9.98012451658147,9.07049514311826,0.00259766721445596,0.0662926739187514,"chr18",6462144,6463015,0.467889908256881,0.467889908256881,".",872,871,"4","transcribed_processed_pseudogene",46.79,"RPL6P27","not"
"1550","ENSG00000237842",-1.19615517173603,3.91994350564804,9.05622256589271,0.00261802289699023,0.0662926739187514,"chr1",157059232,157060762,0.441541476159373,0.441541476159373,".",1531,1530,"3","processed_pseudogene",44.15,"RP11-110J1.2","not"
"1617","ENSG00000239912",-0.810384484778197,5.06361334810512,9.08285138379247,0.00258017441225414,0.0662926739187514,"chr19",53413190,53413345,0.378205128205128,0.378205128205128,".",156,155,"1","processed_pseudogene",37.82,"RPL39P36","not"
"1759","ENSG00000243560",-0.677726091036463,5.55049350611465,9.07757361965554,0.00258763149743063,0.0662926739187514,"chr19",46688797,46689068,0.558823529411765,0.558823529411765,".",272,271,"7","misc_RNA",55.88,"RN7SL364P","not"
"1927","ENSG00000248791",-0.664445304707863,6.32003055594123,9.11703265972884,0.00253240406929395,0.0662926739187514,"chr5",14620020,14621313,0.35935085007728,0.35935085007728,".",1294,1293,"1","processed_pseudogene",35.94,"CTD-2165H16.3","not"
"2555","ENSG00000260778",0.511760009202765,6.10056083093121,9.12066043987285,0.00252738701527322,0.0662926739187514,"chr16",2268155,2273418,0.615691489361702,0.6285089857331,"0.5932203389830508",5264,976,"8","lincRNA",61.57,"MIR940","not"
"2572","ENSG00000260920",-0.624840308074276,5.55730202536042,9.05607687855485,0.00261823151036592,0.0662926739187514,"chr1",40464319,40466767,0.37893017558187,0.37893017558187,".",2449,2448,"1","sense_overlapping",37.89,"RP1-228H13.5","not"
"2685","ENSG00000262265",-0.59042753145104,6.75094976374214,9.04539830367571,0.00263356847191041,0.0662926739187514,"chr17",47161075,47162064,0.433333333333333,0.381282897997298,".",990,399,"1","sense_intronic",43.33,"RP5-867C24.4","not"
"2780","ENSG00000265393",0.727961769180608,4.76269845392067,9.10638836611332,0.00254718306082453,0.0662926739187514,"chr8",144512567,144513672,0.660940325497288,0.636249105028364,".",1106,336,"8","antisense",66.09,"CTD-2517M22.17","not"
"2960","ENSG00000268027",0.429699776183664,9.52573889921917,9.07357900848012,0.00259329012623647,0.0662926739187514,"chr19",41545192,41555462,0.416317787946646,0.431612176227474,"0.4173993755174593",10271,1432,"3","lincRNA",41.63,"AC006129.2","not"
"3398","ENSG00000273221",-0.423014796510966,8.72677523482766,9.03328730318492,0.00265107315063064,0.0662942700364937,"chr1",111184415,111185061,0.329211746522411,0.329211746522411,".",647,646,"1","antisense",32.92,"RP5-1180E21.5","not"
"2093","ENSG00000253320",-0.466357482027144,7.94620233608026,9.01990976822567,0.00267054575984477,0.06634473485732,"chr8",102864300,102977876,0.440414872729514,0.479015062709382,"0.4435933838551425",113577,3677,"5","antisense",44.04,"AZIN1-AS1","not"
"3122","ENSG00000270878",1.26674479912645,3.83923147322726,8.97836305088657,0.00273195285517153,0.0674295636526427,"chr14",63594031,63595291,0.600317208564631,0.600317208564631,".",1261,1260,"8","processed_pseudogene",60.03,"CTD-2302E22.5","not"
"1835","ENSG00000245970",0.972663782169408,4.84255520039596,8.95517868485365,0.00276684123204736,0.0678500872452388,"chr8",98041726,98044121,0.385642737896494,0.370996925534658,".",2396,1987,"1","antisense",38.56,"KB-1208A12.3","not"
"354","ENSG00000207003",-0.727500305688554,5.97443123688208,8.93564870532396,0.00279658129694014,0.0681397789081377,"chr19",45047458,45047561,0.423076923076923,0.423076923076923,".",104,103,"3","snRNA",42.31,"RNU6-611P","not"
"242","ENSG00000199266",1.12983485897149,3.92429276130365,8.89705262124409,0.00285631333025471,0.0682678655344305,"chr20",38449370,38449503,0.507462686567164,0.507462686567164,".",134,133,"6","snoRNA",50.75,"SNORA60","not"
"692","ENSG00000224861",0.403246849796827,7.69526834109013,8.89125834129106,0.00286539187106455,0.0682678655344305,"chr14",66012830,66013789,0.560416666666667,0.560416666666667,".",960,959,"7","processed_pseudogene",56.04,"YBX1P1","not"
"736","ENSG00000225422",-0.485249641382125,6.66828869394135,8.90104495714721,0.0028500750979167,0.0682678655344305,"chr12",66234079,66235234,0.471453287197232,0.471453287197232,".",1156,1155,"5","processed_pseudogene",47.15,"RBMS1P1","not"
"1023","ENSG00000229677",-0.428305425110883,8.42158612428995,8.86523510738954,0.00290652813216499,0.0682678655344305,"chr7",139049456,139050006,0.453720508166969,0.453720508166969,".",551,550,"4","processed_pseudogene",45.37,"RP11-383F6.1","not"
"1741","ENSG00000243199",0.440031847747313,7.72718465128632,8.88376682870073,0.00287717310959598,0.0682678655344305,"chr4",65573459,65574328,0.464367816091954,0.464367816091954,".",870,869,"4","processed_pseudogene",46.44,"RP11-408P14.1","not"
"1804","ENSG00000244710",-0.898254293599876,4.46526032597325,8.86330608386331,0.00290960121456926,0.0682678655344305,"chr6",106283413,106283711,0.548494983277592,0.548494983277592,".",299,298,"7","misc_RNA",54.85,"RN7SL47P","not"
"1777","ENSG00000244055",-0.481523119451319,5.98285194482227,8.80082893446811,0.003010937114017,0.070102047997919,"chr7",92457564,92491610,0.433606485152877,0.40493372697864,"0.4000818758128257",34047,695,"2","antisense",43.36,"AC007566.10","not"
"2904","ENSG00000267412",-0.915891246168356,4.30733458601439,8.79253241214809,0.00302466084495099,0.070102047997919,"chr19",2610155,2611862,0.558548009367681,0.558548009367681,".",1708,1707,"7","sense_intronic",55.85,"CTC-265F19.2","not"
"37","ENSG00000137970",0.691170511503833,10.6161871353514,8.73692661966194,0.00311829660397178,0.0703856391907107,"chr1",96678874,96679620,0.429718875502008,0.429718875502008,".",747,746,"3","processed_pseudogene",42.97,"RPL7P9","not"
"1790","ENSG00000244398",0.670054579982412,9.69629135009651,8.73039604120737,0.00312948514160224,0.0703856391907107,"chr11",16974693,16975013,0.467289719626168,0.467289719626168,".",321,320,"4","processed_pseudogene",46.73,"RP11-466H18.1","not"
"2099","ENSG00000253430",-0.95022855426248,4.66655544406515,8.73145622118238,0.00312766601471925,0.0703856391907107,"chr8",26422593,26423929,0.402393418100224,0.464565570020253,".",1337,506,"4","sense_intronic",40.24,"RP11-14I17.2","not"
"3388","ENSG00000273160",-0.685150200971767,6.80114778938477,8.77004959829122,0.00306217121327141,0.0703856391907107,"chr1",167457742,167459891,0.43953488372093,0.36649332962278,".",2150,301,"1","lincRNA",43.95,"RP11-104L21.3","not"
"3770","ENSG00000282100",-0.63116252915864,6.58959072032684,8.75947703466247,0.0030799735391191,0.0703856391907107,"chr15",58691106,58693125,0.459405940594059,0.452344041063062,".",2020,1572,"4","processed_pseudogene",45.94,"HSP90AB4P","not"
"151","ENSG00000183298",0.578356301067935,7.5708486804892,8.69704575999386,0.00318726196717434,0.070635457189448,"chr1",101786340,101787219,0.523863636363636,0.523863636363636,".",880,879,"6","processed_pseudogene",52.39,"RPSAP19","not"
"425","ENSG00000213553",0.406242944568996,10.9380045111947,8.6688119720347,0.00323702153809203,0.070635457189448,"chr2",38481851,38482804,0.535639412997904,0.535639412997904,".",954,953,"6","processed_pseudogene",53.56,"RPLP0P6","not"
"582","ENSG00000221930",-0.452788793029188,7.64440592814179,8.65737986142223,0.00325739352072164,0.070635457189448,"chrX",130494965,130496588,0.45012315270936,0.45012315270936,".",1624,1623,"4","transcribed_processed_pseudogene",45.01,"FAM45BP","not"
"1616","ENSG00000239911",0.45315654364531,6.33772949538438,8.71311925696403,0.00315928176635225,0.070635457189448,"chr7",151877042,151879223,0.6012832263978,0.548518474319378,"0.7456896551724137",2182,1160,"7","antisense",60.13,"PRKAG2-AS1","not"
"3094","ENSG00000270210",-0.629485398956583,6.1449847352053,8.66355369043379,0.00324637564760991,0.070635457189448,"chr2",28425945,28426719,0.461935483870968,0.461935483870968,".",775,774,"4","lincRNA",46.19,"RP11-373D23.3","not"
"3233","ENSG00000272256",0.807429780591033,4.44638657375017,8.64996507573525,0.00327067626028488,0.070635457189448,"chr8",30082758,30083467,0.684507042253521,0.684507042253521,".",710,709,"8","antisense",68.45,"RP11-489E7.4","not"
"3656","ENSG00000277452",-0.43145383362968,8.56091289012102,8.65564422635177,0.0032604977895555,0.070635457189448,"chr1",150566562,150566860,0.528428093645485,0.528428093645485,".",299,298,"6","misc_RNA",52.84,"RN7SL473P","not"
"1409","ENSG00000235531",-0.78466328046554,5.8141868874992,8.61781398303646,0.0033289111446456,0.0714869562756945,"chr8",71828167,72118393,0.378693229782205,0.420940317822622,"0.3785002040739338",290227,6383,"3","antisense",37.87,"MSC-AS1","not"
"1900","ENSG00000248323",-0.375787592771997,12.5967680933865,8.55311483092021,0.00344931515977835,0.0736564433838063,"chr5",91303029,91314402,0.421575523122912,0.435893970595632,"0.4174976761585787",11374,2899,"3","lincRNA",42.16,"LUCAT1","not"
"394","ENSG00000212385",-0.769890525889131,5.20587659436814,8.53690280185734,0.00348017314805025,0.0739002130488211,"chr1",116413766,116413869,0.442307692307692,0.442307692307692,".",104,103,"3","snRNA",44.23,"RNU6-817P","not"
"465","ENSG00000214223",0.254622891531677,7.51342853366855,8.49351063731503,0.00356415414161938,0.0752630549571958,"chr19",11666069,11667030,0.475051975051975,0.475051975051975,".",962,961,"5","processed_pseudogene",47.51,"HNRNPA1P10","not"
"1785","ENSG00000244327",-0.653544142091434,5.73628735523299,8.4364791904699,0.00367767603374418,0.0772311967086279,"chr3",142465315,142472337,0.321799800654991,0.32024978847479,".",7023,763,"1","sense_overlapping",32.18,"RP11-383G6.3","not"
"86","ENSG00000174715",-0.734503716824608,4.95378207875764,8.40592111219343,0.00374000847523828,0.0778906648512267,"chr3",138643874,138644694,0.476248477466504,0.472096519582049,".",821,502,"5","processed_pseudogene",47.62,"RP11-79L9.2","not"
"3787","ENSG00000283103",0.429034856426299,6.78341439905218,8.40104022643652,0.00375006358005117,0.0778906648512267,"chr19",58310449,58326933,0.482499241734911,0.488112509925039,"0.47902894688100883",16485,2408,"5","antisense",48.25,"LLNLR-245B6.1","not"
"1594","ENSG00000239040",-0.994461413898804,4.11925165331948,8.35978405324261,0.0038361615300627,0.0792459237813496,"chr4",55412636,55412738,0.427184466019417,0.427184466019417,".",103,102,"3","misc_RNA",42.72,"Y_RNA","not"
"1501","ENSG00000237039",1.08469931449663,6.22082252637153,8.30908620330811,0.00394472328347341,0.0810480713539591,"chr2",231256097,231256306,0.623809523809524,0.623809523809524,".",210,209,"8","processed_pseudogene",62.38,"AC018738.2","not"
"954","ENSG00000228502",0.830829436679677,4.11610186630608,8.25439281293876,0.00406535031382882,0.083051202866925,"chr1",96446930,96448318,0.467242620590353,0.467242620590353,".",1389,1388,"4","processed_pseudogene",46.72,"EEF1A1P11","not"
"3499","ENSG00000274422",1.10738522114376,7.7544444507763,8.24523220322766,0.00408591816261904,0.083051202866925,"chr22",22283928,22287220,0.286972365624051,0.286972365624051,".",3293,3292,"1","lincRNA",28.7,"LL22NC03-2H8.5","not"
"3355","ENSG00000272948",1.00985356026237,3.81114193799045,8.22277517411069,0.00413678896560162,0.0836379513736796,"chr21",37267784,37268497,0.572829131652661,0.572829131652661,".",714,713,"7","antisense",57.28,"AP001412.1","not"
